Repo Name,Stars,Watches,Forks,Issues,Issues (Internal),Issues (External),Open Issues,Stale Issues (No activity for >14 days),% Stale Issues,Old Issues (Open for >120 days),% Old Issues,% Issues Closed by Pull Request,Average Issue Open Time (Days),Pull Requests,Pull Requests (Internal),Pull Requests (External),Open Pull Requests,Average Pull Request Time to Merge (Days),Contributors (All Time),Contributors (All Time - Internal),Contributors (All Time - External),Issues Opened,Issues Opened (Internal),Issues Opened (External),Issues Opened (First Time Contributor),Issues Closed,Pull Requests Opened,Pull Requests Opened (Internal),Pull Requests Opened (External),Pull Requests Opened (First Time Contributor),Pull Requests Merged,Pull Requests Closed,Contributors (This Period),Contributors (This Period - Internal),Contributors (This Period - External),Contributors (This Period - First Time Contributor)
carma-config,2,15,9,4,1,3,0,0,N/A,0,N/A,0%,5,208,158,42,3,3,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-delphi-esr-driver,3,9,3,2,0,2,1,1,100%,1,100%,0%,2,56,49,7,0,3,11,6,5,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-delphi-srr2-driver,0,9,1,1,0,1,0,0,N/A,0,N/A,0%,2,57,47,10,2,3,10,5,5,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
carma-freightliner-2012-controller-driver,0,9,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,19,14,5,0,1,7,4,3,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
carma-garmin-lidar-lite-v3-driver-wrapper,0,9,2,1,1,0,0,0,N/A,0,N/A,0%,0,72,54,18,0,5,11,7,4,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-lightbar-driver,1,10,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,62,43,19,0,4,10,7,3,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-message-filters,0,0,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-messenger,13,11,9,3,2,1,0,0,N/A,0,N/A,67%,6,164,129,32,0,5,20,12,8,0,0,0,0,0,3,3,0,0,3,0,2,2,0,0
carma-mobileye-driver,0,6,0,1,0,1,1,1,100%,1,100%,N/A,N/A,0,0,0,0,N/A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-msgs,6,10,7,6,1,5,1,1,100%,1,100%,40%,24,188,141,47,0,4,25,14,11,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0
carma-novatel-oem7-driver-wrapper,1,7,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,20,20,0,0,4,5,5,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-platform,335,47,101,896,745,151,176,165,94%,155,88%,12%,102,1022,862,234,176,2,37,19,18,6,6,0,0,13,6,6,0,0,0,13,5,5,0,0
carma-rtk,0,5,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-simulation,12,15,7,5,1,4,4,4,100%,3,75%,0%,154,88,49,39,29,21,14,6,8,1,0,1,0,0,1,1,0,0,0,0,2,1,1,0
carma-ssc-interface-wrapper,0,15,6,4,2,2,0,0,N/A,0,N/A,25%,12,129,83,46,1,3,15,8,7,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
carma-streets,5,7,8,121,119,2,34,24,71%,10,29%,1%,75,145,142,2,2,6,9,8,1,15,15,0,0,9,6,6,0,0,8,1,3,3,0,0
carma-torc-pinpoint-driver,0,9,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,30,24,6,0,1,10,7,3,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-torc-xgv-controller-driver,1,10,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,18,13,5,0,1,6,4,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
carma-utils,2,11,4,2,0,2,0,0,N/A,0,N/A,100%,2,126,103,22,0,4,18,11,7,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-validation,0,8,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-vehicle-model-framework,4,10,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,56,46,10,0,3,9,5,4,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-velodyne-lidar-driver,0,9,3,2,1,1,0,0,N/A,0,N/A,50%,0,94,68,26,1,3,14,8,6,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-web-ui,4,10,4,5,2,3,0,0,N/A,0,N/A,20%,56,140,118,22,0,4,16,8,8,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
cav-education,0,10,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,20,16,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
github_metrics,0,8,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,11,10,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosaic,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novatel_gps_driver,1,6,4,0,0,0,0,0,N/A,0,N/A,N/A,N/A,100,78,22,0,3,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opendrive2lanelet,10,2,7,0,0,0,0,0,N/A,0,N/A,N/A,N/A,17,11,6,1,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ros1_bridge,0,0,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,13,10,3,2,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosbridge_suite,0,0,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sumo,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testing-training-tools,0,5,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tim-bc,0,6,0,2,2,0,0,0,N/A,0,N/A,0%,93,23,23,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices-cda-use-case-scenario-database,0,7,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices-poc,0,10,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,13,12,1,0,17,4,3,1,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0
TOTAL,449,476,233,1077,891,186,226,204,90%,177,78%,11%,95,3575,2818,791,230,4,66,32,36,22,21,1,0,22,39,39,0,0,29,17,11,10,1,0
